"Model","Recall","Precision","PRAUC"
"LASSO",0,0,0.222146674037211
"LASSO",0.0101010101010101,0.322712418300654,0.222146674037211
"LASSO",0.0202020202020202,0.451828895010713,0.222146674037211
"LASSO",0.0303030303030303,0.480945821854913,0.222146674037211
"LASSO",0.0404040404040404,0.512192189021457,0.222146674037211
"LASSO",0.0505050505050505,0.510027600647018,0.222146674037211
"LASSO",0.0606060606060606,0.509126837868245,0.222146674037211
"LASSO",0.0707070707070707,0.481172509754144,0.222146674037211
"LASSO",0.0808080808080808,0.468393811644097,0.222146674037211
"LASSO",0.0909090909090909,0.448339138350164,0.222146674037211
"LASSO",0.101010101010101,0.434733490457595,0.222146674037211
"LASSO",0.111111111111111,0.442083025763214,0.222146674037211
"LASSO",0.121212121212121,0.445069403088541,0.222146674037211
"LASSO",0.131313131313131,0.437685998665872,0.222146674037211
"LASSO",0.141414141414141,0.433741522429305,0.222146674037211
"LASSO",0.151515151515152,0.43542621284661,0.222146674037211
"LASSO",0.161616161616162,0.409677608832976,0.222146674037211
"LASSO",0.171717171717172,0.400637777482446,0.222146674037211
"LASSO",0.181818181818182,0.388937974811099,0.222146674037211
"LASSO",0.191919191919192,0.377800595331925,0.222146674037211
"LASSO",0.202020202020202,0.379825023755449,0.222146674037211
"LASSO",0.212121212121212,0.386175804571664,0.222146674037211
"LASSO",0.222222222222222,0.36613231377799,0.222146674037211
"LASSO",0.232323232323232,0.353130555605679,0.222146674037211
"LASSO",0.242424242424242,0.342659239705322,0.222146674037211
"LASSO",0.252525252525253,0.321545613621215,0.222146674037211
"LASSO",0.262626262626263,0.316347335685376,0.222146674037211
"LASSO",0.272727272727273,0.30308399259912,0.222146674037211
"LASSO",0.282828282828283,0.287216007528421,0.222146674037211
"LASSO",0.292929292929293,0.282788229256631,0.222146674037211
"LASSO",0.303030303030303,0.281040864361342,0.222146674037211
"LASSO",0.313131313131313,0.273081323918514,0.222146674037211
"LASSO",0.323232323232323,0.271175633755172,0.222146674037211
"LASSO",0.333333333333333,0.270926988776859,0.222146674037211
"LASSO",0.343434343434343,0.269296383392419,0.222146674037211
"LASSO",0.353535353535354,0.263848186280541,0.222146674037211
"LASSO",0.363636363636364,0.261832679189316,0.222146674037211
"LASSO",0.373737373737374,0.259910821962604,0.222146674037211
"LASSO",0.383838383838384,0.246346441234125,0.222146674037211
"LASSO",0.393939393939394,0.242685857088133,0.222146674037211
"LASSO",0.404040404040404,0.240199899193932,0.222146674037211
"LASSO",0.414141414141414,0.233186143113107,0.222146674037211
"LASSO",0.424242424242424,0.224442343373388,0.222146674037211
"LASSO",0.434343434343434,0.212009346618197,0.222146674037211
"LASSO",0.444444444444444,0.208933548520612,0.222146674037211
"LASSO",0.454545454545455,0.206942605031206,0.222146674037211
"LASSO",0.464646464646465,0.204193363307665,0.222146674037211
"LASSO",0.474747474747475,0.202069468652527,0.222146674037211
"LASSO",0.484848484848485,0.198650544259074,0.222146674037211
"LASSO",0.494949494949495,0.193954962794166,0.222146674037211
"LASSO",0.505050505050505,0.192518428574444,0.222146674037211
"LASSO",0.515151515151515,0.192172246736674,0.222146674037211
"LASSO",0.525252525252525,0.190303784764431,0.222146674037211
"LASSO",0.535353535353535,0.190051150034502,0.222146674037211
"LASSO",0.545454545454546,0.189808482009071,0.222146674037211
"LASSO",0.555555555555556,0.185542060277909,0.222146674037211
"LASSO",0.565656565656566,0.183846963182778,0.222146674037211
"LASSO",0.575757575757576,0.183079250035505,0.222146674037211
"LASSO",0.585858585858586,0.179664977817556,0.222146674037211
"LASSO",0.595959595959596,0.177390489889667,0.222146674037211
"LASSO",0.606060606060606,0.171575174715992,0.222146674037211
"LASSO",0.616161616161616,0.166832729256128,0.222146674037211
"LASSO",0.626262626262626,0.163086222848787,0.222146674037211
"LASSO",0.636363636363636,0.161240755792802,0.222146674037211
"LASSO",0.646464646464647,0.15230765671197,0.222146674037211
"LASSO",0.656565656565657,0.142799124913429,0.222146674037211
"LASSO",0.666666666666667,0.133483434014895,0.222146674037211
"LASSO",0.676767676767677,0.129983017991683,0.222146674037211
"LASSO",0.686868686868687,0.126781643713166,0.222146674037211
"LASSO",0.696969696969697,0.124854110002366,0.222146674037211
"LASSO",0.707070707070707,0.124090119893427,0.222146674037211
"LASSO",0.717171717171717,0.117725920341147,0.222146674037211
"LASSO",0.727272727272727,0.107062105932178,0.222146674037211
"LASSO",0.737373737373737,0.102121977670638,0.222146674037211
"LASSO",0.747474747474748,0.0929737235546712,0.222146674037211
"LASSO",0.757575757575758,0.0821989693059458,0.222146674037211
"LASSO",0.767676767676768,0.0794267758815564,0.222146674037211
"LASSO",0.777777777777778,0.0750272110252287,0.222146674037211
"LASSO",0.787878787878788,0.0737638939988774,0.222146674037211
"LASSO",0.797979797979798,0.0725596646859317,0.222146674037211
"LASSO",0.808080808080808,0.0720303698001714,0.222146674037211
"LASSO",0.818181818181818,0.0704488637985236,0.222146674037211
"LASSO",0.828282828282828,0.0692996746153024,0.222146674037211
"LASSO",0.838383838383838,0.0689229842282747,0.222146674037211
"LASSO",0.848484848484849,0.0677009260807354,0.222146674037211
"LASSO",0.858585858585859,0.0672382409200207,0.222146674037211
"LASSO",0.868686868686869,0.0666169856928455,0.222146674037211
"LASSO",0.878787878787879,0.0653194668305318,0.222146674037211
"LASSO",0.888888888888889,0.0647132271771188,0.222146674037211
"LASSO",0.898989898989899,0.0633938937360022,0.222146674037211
"LASSO",0.909090909090909,0.0599966902656729,0.222146674037211
"LASSO",0.919191919191919,0.0588007075356334,0.222146674037211
"LASSO",0.929292929292929,0.0578153206992793,0.222146674037211
"LASSO",0.93939393939394,0.0549627123312661,0.222146674037211
"LASSO",0.94949494949495,0.0530616998820233,0.222146674037211
"LASSO",0.95959595959596,0.0522983455366246,0.222146674037211
"LASSO",0.96969696969697,0.0513259606955209,0.222146674037211
"LASSO",0.97979797979798,0.0504389501577427,0.222146674037211
"LASSO",0.98989898989899,0.04696181211318,0.222146674037211
"LASSO",1,0.0434765871574012,0.222146674037211
"Random Forest",0,0,0.156281672052508
"Random Forest",0.0101010101010101,0.268853953064479,0.156281672052508
"Random Forest",0.0202020202020202,0.250366917033584,0.156281672052508
"Random Forest",0.0303030303030303,0.233349538162372,0.156281672052508
"Random Forest",0.0404040404040404,0.241383137934862,0.156281672052508
"Random Forest",0.0505050505050505,0.265053062268252,0.156281672052508
"Random Forest",0.0606060606060606,0.261490942482678,0.156281672052508
"Random Forest",0.0707070707070707,0.267323705942632,0.156281672052508
"Random Forest",0.0808080808080808,0.278095095975891,0.156281672052508
